original_url,caption
https://static-images.vnncdn.net/files/publish/2023/7/19/w-cc5d626a51278279db36-1-298.jpg,"Bức ảnh chụp một con đường đông đúc với nhiều phương tiện giao thông, chủ yếu là xe máy và ô tô. Ở phía trước là một chiếc xe buýt màu xanh dương có dòng chữ ""Xe Bus 10 - 10"" được in trên thân xe. Phía sau xe buýt là một chiếc xe tải màu trắng có dòng chữ ""P233"" được in trên thân xe. Phía bên phải của bức ảnh là một chiếc xe hơi màu đen có dòng chữ ""P2"" được in trên thân xe. Bên cạnh đó là một số người đang di chuyển trên đường, họ mặc áo mưa và đội mũ bảo hiểm. Bức ảnh được chụp từ góc cao, cho phép người xem nhìn thấy toàn bộ con đường và các phương tiện giao thông."
https://media.vietnamplus.vn/images/7255a701687d11cb8c6bbc58a6c807859d0e4889b99ae899ba840af6b66a9862afc93336e25b8bb3db4feb4e901c7bd48b30e2a514304d8680952bb930a95c15/quoc-lo-14b-4044.jpg.webp,"Bức ảnh chụp một con đường nhựa thẳng tắp, hai bên đường là hàng cây xanh mát. Ở phía trước là một chiếc xe buýt màu vàng với dòng chữ ""Quang Xuyên"" được in trên thân xe. Phía sau xe buýt là một người đàn ông đang lái xe máy. Bên trái đường là một cột đèn giao thông với màn hình hiển thị nội dung ""Quang Xuyên"". Ngoài ra, còn có một số biển báo giao thông khác nhưng không rõ nội dung."
https://i.ytimg.com/vi/p4Y-BH0oUJI/maxresdefault.jpg,"Bức ảnh chụp từ trên cao, cho thấy một ngã tư đường đông đúc với nhiều phương tiện giao thông như ô tô, xe máy và xe buýt. Phía dưới là dòng chữ ""HỖN LOẠN"" được viết bằng màu vàng nổi bật trên nền đen, bên dưới là dòng chữ ""DO MUA ĐÚNG GIỜ CAO ĐIỂM"" cũng được viết bằng màu vàng."
https://gdtd.1cdn.vn/thumbs/540x360/2024/07/18/icdn.24h.com.vn-upload-3-2024-images-2024-07-18-_1721272553-320-thumbnail-width740height495_anh_cat_3_2-auto-crop.jpg,"Bức ảnh chụp một con đường cao tốc với nhiều phương tiện đang lưu thông. Ở trung tâm bức ảnh là một chiếc xe ô tô màu đỏ có biển số 51H - 399.52. Phía sau xe ô tô này là một chiếc xe hơi màu trắng và một chiếc xe tải màu xanh lá cây. Trên xe tải có dòng chữ ""HAI VAN"" được viết bằng tiếng Việt. Ngoài ra, còn có một biển báo quảng cáo ở phía trên cùng bên phải của bức ảnh với dòng chữ ""VP Bank""."
https://img.cand.com.vn/NewFiles/Images/2024/03/19/a-1710822064944.jpg,"Bức ảnh chụp một con phố đông đúc với nhiều phương tiện giao thông, chủ yếu là ô tô và xe máy. Phía bên trái bức ảnh là một chiếc xe buýt màu xanh dương đang chạy trên đường. Bên phải bức ảnh là một cột trụ bê tông cao, được sơn màu xám nhạt. Trên cột trụ có một tấm biển quảng cáo màu vàng với dòng chữ ""P2"". Ở phía trước của bức ảnh là một nhóm người đang di chuyển trên vỉa hè, họ mặc áo mưa và đội mũ bảo hiểm. Một số người đang lái xe máy, trong khi những người còn lại đang đi bộ hoặc đứng chờ đợi. Bức ảnh được chụp từ góc nhìn ngang, cho phép người xem nhìn thấy toàn bộ con phố và các phương tiện giao thông."
https://static.tuoitre.vn/tto/i/s626/2017/03/27/58ead15d.jpg,"Bức ảnh chụp một cảnh đường phố đông đúc vào ban đêm. Ở trung tâm bức ảnh là một cảnh sát giao thông mặc đồng phục màu vàng, đội mũ bảo hiểm, đang cầm một thanh đèn tín hiệu giao thông. Phía trước cảnh sát là một người đàn ông ngồi trên xe máy, phía sau anh ta là nhiều người khác đang di chuyển trên đường. Bức ảnh được chụp từ góc nghiêng, cho phép người xem nhìn thấy toàn bộ cảnh quan bên ngoài. Ngoài ra, có thể nhận thấy một số biển báo giao thông như ""50-F2 0269""."
https://baodanang.vn/dataimages/202403/original/images1730730_4__HOIANDSC_1094.jpg,"Bức ảnh chụp một con phố ở thành phố Đà Nẵng. Ở phía trước là một hàng xe máy đang di chuyển trên vỉa hè. Phía bên trái là một tòa nhà với biển hiệu ""Báo Đà Nẵng"" được viết bằng chữ in hoa màu trắng nổi bật trên nền xanh lá cây. Bên phải là một hàng cây xanh rậm rạp, tạo nên khung cảnh lung linh cho con phố. Trên đường có nhiều phương tiện giao thông như ô tô, xe máy và xe đạp đang lưu thông."
https://static.kinhtedothi.vn/w960/images/upload/2021/12/25/5abf258f-b284-4cd9-90ee-6c50d5f2a79f.jpg,"Bức ảnh chụp một cảnh đường phố với nhiều phương tiện giao thông. Ở phía trước là một chiếc xe buýt màu trắng, có dòng chữ ""THAHOO"" được in nổi bật trên thân xe. Phía sau xe buýt là một chiếc xe máy màu xanh dương và một chiếc xe ô tô màu đỏ. Bên phải của bức ảnh là một chiếc xe buýt màu trắng khác cũng có dòng chữ ""THAHOO"" in trên thân xe. Ngoài ra, còn có một số người đang di chuyển trên đường, trong đó có một người đàn ông đội mũ bảo hiểm đang lái xe máy. Bức ảnh được chụp từ góc nhìn ngang, cho phép người xem nhìn thấy toàn bộ cảnh quan xung quanh."
https://images2.thanhnien.vn/528068263637045248/2025/1/11/dh66335-1736576844231702038683.jpg,"Bức ảnh chụp từ trên cao xuống một con đường đông đúc với nhiều phương tiện giao thông, chủ yếu là ô tô và xe máy.  Phía bên phải của bức ảnh là một chiếc xe tải màu xanh dương có dòng chữ ""TAPHA DAI THANH"" được in trên thân xe. Bên trái của bức ảnh là một hàng cây xanh rậm rạp bao quanh một dãy nhà cao tầng. Trên đường có nhiều biển báo giao thông, trong đó có một biển báo hình tròn màu trắng viền đỏ với dòng chữ ""Cấm đi ngược chiều""."
https://icdn.24h.com.vn/upload/4-2020/images/2020-10-08/Ha-Noi-thay-doi-khoang-thoi-gian-gio-cao-diem-tu-20-10-2020-tac-1602152881-119-width660height440.jpg,"Bức ảnh chụp một con phố đông đúc vào ban đêm. Phía bên trái của bức ảnh là một tòa nhà cao tầng với biển hiệu màu xanh lá cây ghi chữ ""GIÁ TỐT"". Phía bên phải của bức ảnh là một tòa nhà cao tầng khác cũng có biển hiệu màu xanh lá cây ghi chữ ""GIÁ TỐT"". Ở giữa bức ảnh là một con phố đông đúc với nhiều phương tiện đang lưu thông, chủ yếu là ô tô và xe máy. Trên đường có rất nhiều đèn neon sáng rực rỡ. Bức ảnh được chụp từ góc nhìn ngang, cho phép người xem nhìn thấy toàn bộ con phố và các tòa nhà xung quanh."
https://nguoiduatin.mediacdn.vn/zoom/642_401/media/ngac-kim-giang/2023/11/19/gio-cao-diem-phi-xe-may-len-via-he-co-bi-phat.jpg,"Bức ảnh chụp một con phố đông đúc với nhiều phương tiện giao thông, chủ yếu là xe máy và ô tô. Ở trung tâm bức ảnh là một người phụ nữ mặc áo khoác màu vàng đang đi xe đạp trên vỉa hè. Phía sau người phụ nữ là một chiếc xe máy màu trắng có biển số hiệu ""123456789"". Bên phải người phụ nữ là một chiếc xe máy màu đỏ có biển số hiệu ""123456789"". Ngoài ra, còn có một số người khác đang di chuyển trên đường, bao gồm cả những người đi xe máy và ô tô. Bức ảnh được chụp vào buổi tối, ánh sáng mặt trời chiếu rọi xuống con phố tạo nên một khung cảnh lung linh và nhộn nhịp."
https://cdn.daibieunhandan.vn/images/b9dccf2610944215cc16af20b31f484109c91e2bd3b7c5e87723b10183dfd2b73372b0b75da13a688be3521257febc65c73e680452ec0656159fb83c2892052f970e12148a90a687fc658b1208dff4675a84ccedfe722b71135366c523369ebf/z4110321420940_32e03e1147a2ef4c2-1676425503643.jpg,"Bức ảnh chụp một con phố ở Việt Nam. Ở phía trước là một chiếc xe buýt màu bạc đang đỗ bên lề đường. Phía sau xe buýt là một tòa nhà cao tầng với biển hiệu ""THELICHTH HOTEL"" được viết bằng chữ vàng nổi bật trên nền trắng. Trên tường của tòa nhà có dòng chữ ""NATURE PCS"" được viết bằng chữ xanh lá cây. Bên trái bức ảnh là một cửa hàng có biển hiệu ""THỐNG NHẤT"" được viết bằng chữ đen trên nền trắng. Bức ảnh còn cho thấy một số người đi bộ và xe máy trên đường."
https://file3.qdnd.vn/data/images/0/2022/12/02/vuhuyen/cau-chuong-duong.jpg?dpi=150&quality=100&w=870,"Bức ảnh chụp một con đường đông đúc với nhiều phương tiện giao thông, chủ yếu là ô tô và xe máy. Phía bên trái bức ảnh là một hàng cây xanh rậm rạp, phía bên phải là một tòa nhà cao tầng có biển hiệu ""Chuyển E Bán Buôn"". Ở góc dưới bên phải của bức ảnh có dòng chữ ""ToQuoc"" được in màu đỏ đậm."
https://cdnphoto.dantri.com.vn/hkOE1-wDJmpCUjCWq4KZ4DhrG4c=/2022/03/23/11tran-duy-hung-1648002651999.jpeg,"Bức ảnh chụp một con đường đông đúc với nhiều phương tiện giao thông, chủ yếu là ô tô và xe máy. Ở phía bên trái của bức ảnh, có một biển hiệu quảng cáo màu tím với dòng chữ ""WELCOME TO THE 31st SOUTH EAST ASIAN GAMES VIET NAM 2021"". Bên cạnh biển hiệu là một cột đèn chiếu sáng. Phía bên phải của bức ảnh, có một chiếc xe buýt màu xanh lá cây đang chạy trên đường. Dọc theo con đường, có nhiều cây xanh và các tòa nhà cao tầng. Bức ảnh được chụp vào ban đêm, ánh đèn đường và đèn tín hiệu rực rỡ tạo nên khung cảnh lung linh và nhộn nhịp."
https://admin.vov.gov.vn/UploadFolder/KhoTin/Files/UploadFolder/VOVVN/Files/cr_w800/uploaded/mgexs9y4vcjvgv8zrkawwa/2020_02_05/VOV_1_2__YNCK.JPG,"Bức ảnh chụp một con đường với nhiều phương tiện giao thông đang lưu thông. Ở trung tâm bức ảnh là một người đàn ông đội mũ bảo hiểm màu xanh lá cây, mặc áo khoác màu xanh lá cây và đeo khẩu trang y tế. Anh ta đang lái một chiếc xe máy màu trắng có mái che màu xanh dương. Bên cạnh anh ta là một người đàn ông khác cũng đội mũ bảo hiểm màu xanh lá cây, mặc áo khoác màu xanh lá cây và đeo khẩu trang y tế. Người đàn ông này đang lái một chiếc xe máy màu trắng có mái che màu xanh dương. Phía sau hai người đàn ông là một chiếc xe ô tô màu trắng. Ngoài ra, trong bức ảnh còn có một biển báo quảng cáo màu xanh dương với dòng chữ ""VOV"" được in trên đó. Bức ảnh được chụp từ góc nhìn ngang, cho phép người xem nhìn thấy toàn bộ con đường và các phương tiện giao thông đang lưu thông."
https://hnm.1cdn.vn/2023/12/28/nga-tu-5.jpg,"Bức ảnh chụp từ trên cao, cho thấy một khu vực giao thông đông đúc với nhiều phương tiện đang lưu thông. Ở trung tâm bức ảnh là một cây cầu bắc qua một con sông, có thể nhìn thấy dòng chữ ""0982 05 05 05"" được in trên một tấm biển màu vàng. Phía bên phải của bức ảnh là một tòa nhà cao tầng với nhiều biển hiệu quảng cáo bằng tiếng Việt và tiếng Anh. Ngoài ra, ở góc dưới bên phải của bức ảnh còn có dòng chữ ""LAO ĐỘNG laodong.vn""."
https://nld.mediacdn.vn/291774122806476800/2023/7/12/ntd2890-1689135746669906683724.jpg,"Bức ảnh chụp một con đường đông đúc với nhiều phương tiện giao thông, chủ yếu là ô tô và xe máy. Ở phía bên trái của bức ảnh, có một biển báo màu xanh dương với dòng chữ ""Lãnh đạo riêng BRT"" được treo trên cột đèn. Phía bên phải của bức ảnh, có một chiếc xe tải màu xám đang di chuyển về phía trước. Ngoài ra, còn có một số cây xanh ở hai bên đường, tạo nên một khung cảnh thiên nhiên tươi đẹp."
https://photo.znews.vn/Uploaded/hgtmzz/2025_01_10/otolanlanxemay_14_znews.jpg,"Bức ảnh chụp một con đường đông đúc với nhiều phương tiện giao thông, chủ yếu là ô tô và xe máy. Ở phía trước là một chiếc xe buýt màu vàng có dòng chữ ""SBS"" được in trên thân xe. Phía sau xe buýt là một chiếc xe tải màu trắng có dòng chữ ""PIAGGIO"" được in trên thân xe. Bên trái bức ảnh là một biển hiệu quảng cáo với dòng chữ ""CẦN TIỀN HÀNG CÓ CHẤT LƯỢNG VÀ NÂNG CAO"" được in trên nền xanh lá cây. Ngoài ra, còn có các biển hiệu khác như ""XE CHUYỂN NGHIỆP"", ""GIÁ TRỊ PHỤ KIỆN""."
https://image.anninhthudo.vn/h600/Uploaded/2025/wpjwcdhnw/2024_06_05/antd-mua-giong01-9127.jpg,"Bức ảnh chụp một con đường đông đúc với nhiều phương tiện giao thông, chủ yếu là xe máy và ô tô. Phía trước là một nhóm người đang lái xe máy, trong đó có hai người mặc áo mưa màu xanh lá cây và một người mặc áo mưa màu đỏ. Hai người này đều đeo khẩu trang y tế. Phía sau họ là một nhóm người khác cũng đang lái xe máy, trong đó có một người mặc áo mưa màu vàng và một người mặc áo mưa màu đen. Bức ảnh được chụp vào buổi tối, ánh đèn đường chiếu sáng rọi xuống con đường, tạo nên một khung cảnh nhộn nhịp và ấm áp."
https://baoxaydung.com.vn/stores/news_dataimages/2023/062023/19/22/image00520230619225253.jpg?rt=20230619225340,"Bức ảnh chụp một con phố đông đúc với nhiều người đi bộ và xe máy. Phía bên trái bức ảnh là một cửa hàng có biển hiệu màu vàng với dòng chữ ""BÁN VÀ CHO THUÊ GIÁO"" và số điện thoại ""0984 71 8998"". Phía bên phải bức ảnh là một cửa hàng có biển hiệu màu xanh dương với dòng chữ ""SẮT MỸ THUẬT NGỌC ANH"". Trên cao là những cây xanh rậm rạp."
https://image.anninhthudo.vn/h600/Uploaded/2025/wpjwcdhnw/2024_06_05/antd-mua-giong05-8246.jpg,"Bức ảnh chụp từ trên cao xuống một con đường đông đúc với nhiều phương tiện giao thông, chủ yếu là ô tô và xe máy. Phía bên trái của bức ảnh là một hàng cây xanh rậm rạp, phía bên phải là những tòa nhà cao tầng. Ở giữa bức ảnh là một chiếc xe buýt màu xanh dương đang chạy trên đường. Trên xe buýt có dòng chữ ""VIP PHƯƠNG HUY"" được in rõ ràng."
https://ktmt.vnmediacdn.com/images/2022/09/18/53-1663478310-cau-long-bien1-1.jpg,"Bức ảnh chụp một con phố đông đúc với nhiều người đi xe máy. Phía bên trái là một tòa nhà màu vàng có dòng chữ ""BIÊN"" được in trên tường. Phía trước tòa nhà là một cây xanh lớn, tán lá xum xuê. Ở giữa bức ảnh là một con đường lát gạch, hai bên đường là những hàng cây xanh mướt. Trên đường có rất nhiều xe máy đang lưu thông, tạo nên một khung cảnh nhộn nhịp và sôi động."
https://baogiaothong.mediacdn.vn/603483875699699712/2024/1/11/20231125101323-1704947532374777008772.jpg,"Bức ảnh chụp cảnh đường phố với một chiếc xe tải màu đỏ đang di chuyển trên đường. Xe tải có dòng chữ ""VIETNAM COOPERATION"" và ""CÔNG TY CP NHẤT VIỆT"" được in trên thân xe. Phía sau xe tải là một con đường nhựa trải dài, hai bên đường có nhiều cây xanh và các tòa nhà cao tầng. Trên đường có một số phương tiện đang lưu thông, trong đó có một chiếc xe ô tô màu đen đỗ bên lề đường."
https://danviet.mediacdn.vn/296231569849192448/2022/10/26/10-16667553676141518341906-16667554106641560453345.jpeg,"Bức ảnh chụp một con phố nhỏ với nhiều người đang ngồi uống nước và ăn uống. Ở phía trước là một quán cà phê có biển hiệu ""EXCHANGE MONEY CELLPHONE CHARGER"". Phía sau quán cà phê là một cửa hàng bán đồ gia dụng có biển hiệu ""CÁC LOẠI THỜI TRANG"". Bên cạnh quán cà phê là một chiếc xe máy màu xanh lá cây. Bức ảnh được chụp từ góc nhìn ngang, cho phép người xem nhìn thấy toàn bộ khung cảnh của con phố."
https://www.baohanam.com.vn/DATA/IMAGES/2023/11/22/20231122094220-571.jpg,"Bức ảnh chụp từ trên cao, góc nghiêng, cho thấy một ngã tư đường đông đúc với nhiều phương tiện giao thông đang lưu thông. Phía bên trái của bức ảnh là một tòa nhà màu vàng với dòng chữ ""thegioi"" được in nổi bật. Ở giữa bức ảnh là một con đường với nhiều xe máy và ô tô đang lưu thông. Phía bên phải của bức ảnh là một hàng cây xanh rợp bóng mát. Trên vỉa hè có một biển báo cấm đậu xe."
https://vcdn1-vnexpress.vnecdn.net/2014/09/03/NXP-0324-1409706597.jpg?w=460&h=0&q=100&dpr=2&fit=crop&s=5DJKtai3EDu6fHbYOGctSw,"Bức ảnh chụp một con phố đông đúc với nhiều phương tiện giao thông, chủ yếu là xe máy. Phía bên trái của bức ảnh là một cửa hàng có biển hiệu ""Made in Vietnam"" và một chiếc ô tô màu đỏ đang di chuyển trên đường. Phía bên phải của bức ảnh là một hàng cây xanh mướt được trồng dọc theo vỉa hè. Bức ảnh được chụp từ góc nhìn ngang, cho phép người xem nhìn thấy toàn bộ con phố và các phương tiện giao thông."
https://media.vietnamplus.vn/images/7255a701687d11cb8c6bbc58a6c80785971fb967f34cef14fc9fae34357dd6781b82b9875d57d400e7a3cf45250910d7cdb57feb901aea868e56e8a402356a73/tac_duong_3.jpeg,"Bức ảnh chụp một con phố ở Việt Nam với nhiều người đi bộ và xe máy. Ở phía trước là một chiếc xe hơi màu trắng đỗ bên lề đường, biển số xe là E-092.43. Bên phải là một người đàn ông mặc áo sơ mi trắng, quần tây đen đang đứng cạnh một chiếc xe máy màu đỏ. Phía sau người đàn ông là một nhóm người đang đi bộ, trong đó có một cậu bé mặc áo thun xanh dương in dòng chữ ""LIVE"" và một cô gái mặc áo hoa hồng đội mũ bảo hiểm. Ngoài ra, còn có hai người phụ nữ khác đang đi bộ trên vỉa hè. Bức ảnh được chụp từ góc nhìn ngang, cho phép người xem nhìn thấy toàn bộ con phố và các phương tiện giao thông."
https://kenh14cdn.com/203336854389633024/2023/8/4/photo-6-16911564439211604865120.jpg,"Bức ảnh chụp từ trên cao xuống một con đường đông đúc với nhiều phương tiện giao thông, chủ yếu là ô tô và xe máy. Đường phố được bao quanh bởi những cây xanh và các tòa nhà cao tầng. Phía bên phải của bức ảnh, có thể nhìn thấy một cây cầu vượt đang xây dựng.  Bức ảnh cho thấy sự nhộn nhịp của cuộc sống ở Việt Nam, đặc biệt là tại thành phố Hồ Chí Minh."
https://www.baohanam.com.vn/DATA/IMAGES/2023/11/22/20231122094220-571.jpg,"Bức ảnh chụp từ trên cao, góc nghiêng, cho thấy một ngã tư đường đông đúc với nhiều phương tiện giao thông đang lưu thông. Phía bên trái của bức ảnh là một tòa nhà màu vàng với dòng chữ ""thegioi"" được in nổi bật. Ở giữa bức ảnh là một con đường với nhiều xe máy và ô tô đang lưu thông. Phía bên phải của bức ảnh là một hàng cây xanh rợp bóng mát. Trên vỉa hè có một biển báo cấm đậu xe."
